race,sex,LSAT,UGPA,ZFYA
1.00,1.00,42.00,2.76,1.14
1.00,1.00,33.00,3.25,1.35
1.00,0.00,28.00,3.36,-0.36
1.00,0.00,32.00,2.68,-1.76
1.00,0.00,26.00,3.04,-0.23
1.00,0.00,32.00,2.31,0.22
1.00,1.00,34.00,3.09,-0.26
1.00,1.00,42.00,2.34,-0.20
1.00,0.00,27.00,2.98,-1.08
1.00,0.00,34.00,3.14,0.95
1.00,1.00,34.00,3.14,-0.66
1.00,0.00,39.00,3.05,-0.43
1.00,1.00,41.00,3.16,-0.92
1.00,0.00,34.00,2.97,0.33
1.00,0.00,33.00,3.05,0.88
1.00,0.00,33.00,2.98,-0.54
1.00,1.00,28.00,3.13,0.11
1.00,1.00,22.00,2.92,-1.60
1.00,0.00,25.00,2.98,1.12
1.00,1.00,38.00,2.72,-0.99
1.00,0.00,33.00,3.32,2.00
1.00,0.00,29.00,3.46,0.19
1.00,0.00,29.00,2.91,1.31
1.00,0.00,21.00,3.33,0.41
1.00,0.00,36.00,2.73,0.79
1.00,0.00,34.00,3.06,0.13
1.00,1.00,31.00,2.14,-2.29
1.00,0.00,24.00,2.30,0.71
1.00,1.00,38.00,2.74,0.99
1.00,1.00,34.00,2.55,1.46
1.00,1.00,37.00,3.31,-0.51
1.00,1.00,24.00,3.02,0.58
1.00,0.00,30.00,2.95,-0.67
1.00,0.00,39.00,3.51,0.08
1.00,0.00,30.00,2.97,-1.21
1.00,1.00,39.00,3.64,0.43
1.00,0.00,39.00,2.81,-0.71
1.00,1.00,30.00,2.90,0.08
1.00,0.00,36.00,3.40,-1.99
1.00,0.00,30.00,2.21,-1.86
1.00,0.00,34.00,3.50,0.82
1.00,1.00,26.00,3.36,-0.38
1.00,1.00,32.00,3.11,0.72
1.00,1.00,25.00,2.54,-0.08
1.00,1.00,38.00,3.26,0.70
1.00,0.00,27.00,2.76,-1.03
1.00,1.00,30.00,2.80,0.29
1.00,1.00,24.00,2.86,-0.40
1.00,1.00,32.00,3.84,0.02
1.00,0.00,29.00,3.10,0.64
1.00,0.00,24.00,2.68,1.39
1.00,0.00,37.00,3.32,1.68
1.00,0.00,41.00,3.35,1.06
1.00,0.00,24.00,2.57,-2.09
1.00,1.00,30.00,2.58,-1.15
1.00,1.00,47.00,3.58,0.42
1.00,1.00,29.00,3.01,1.62
1.00,0.00,31.00,3.10,-0.42
1.00,0.00,49.00,3.30,-0.05
1.00,0.00,36.00,3.21,-0.42
1.00,1.00,28.00,2.42,-0.58
1.00,0.00,29.00,2.95,0.80
1.00,1.00,39.00,2.93,0.51
1.00,0.00,32.00,3.48,-0.13
1.00,1.00,42.00,2.97,1.46
1.00,1.00,19.00,2.95,0.45
1.00,0.00,27.00,2.81,-1.03
1.00,1.00,30.00,2.91,-1.18
1.00,0.00,37.00,3.39,-0.84
1.00,0.00,36.00,2.56,-1.14
1.00,1.00,30.00,2.84,0.14
1.00,0.00,31.00,3.28,0.11
1.00,1.00,33.00,2.63,0.76
1.00,1.00,27.00,3.33,-1.69
1.00,0.00,29.00,3.84,0.28
1.00,0.00,39.00,2.68,-0.98
1.00,1.00,20.00,2.63,-0.41
1.00,0.00,27.00,3.27,-1.97
1.00,0.00,34.00,2.74,-1.30
1.00,0.00,32.00,3.37,2.60
1.00,0.00,32.00,3.65,1.04
1.00,1.00,40.00,2.77,-1.38
1.00,0.00,37.00,3.40,0.78
1.00,1.00,29.00,3.12,0.71
1.00,1.00,32.00,2.47,-2.05
1.00,0.00,29.00,3.50,2.30
1.00,1.00,25.00,2.87,-1.37
1.00,0.00,30.00,2.97,0.42
1.00,0.00,33.00,2.84,0.73
1.00,1.00,42.00,2.74,1.06
1.00,0.00,29.00,2.88,-1.32
1.00,0.00,33.00,3.21,-0.37
1.00,0.00,28.00,2.42,-1.46
1.00,1.00,30.00,1.97,-0.57
1.00,0.00,28.00,2.88,-0.71
1.00,1.00,33.00,2.91,0.26
1.00,1.00,35.00,3.28,-0.66
1.00,1.00,33.00,2.99,-1.38
1.00,0.00,40.00,3.15,0.43
1.00,1.00,27.00,3.35,0.02
1.00,0.00,26.00,2.42,-0.76
1.00,1.00,49.00,3.02,-0.77
1.00,0.00,34.00,2.97,1.24
1.00,1.00,29.00,2.47,0.43
1.00,0.00,27.00,2.94,-0.31
1.00,1.00,30.00,3.33,0.92
1.00,1.00,34.00,3.09,-1.00
1.00,0.00,37.00,3.76,0.93
1.00,1.00,40.00,2.70,-2.08
1.00,0.00,35.00,2.66,0.24
1.00,0.00,35.00,3.38,0.69
1.00,0.00,35.00,2.92,0.71
1.00,0.00,32.00,2.84,-1.42
1.00,1.00,24.00,2.94,0.76
1.00,0.00,21.00,2.91,-0.17
1.00,1.00,26.00,2.29,0.15
1.00,0.00,28.00,3.42,0.84
1.00,0.00,28.00,2.88,-0.47
1.00,1.00,37.00,2.87,-1.55
1.00,0.00,27.00,3.33,1.28
1.00,1.00,28.00,2.65,1.00
1.00,1.00,27.00,2.22,0.12
1.00,0.00,46.00,3.20,-1.10
1.00,0.00,34.00,3.09,0.36
1.00,1.00,24.00,2.15,1.94
1.00,0.00,38.00,2.46,-0.19
1.00,0.00,29.00,2.87,-0.87
1.00,1.00,29.00,3.02,-0.08
1.00,0.00,32.00,3.81,2.06
1.00,0.00,28.00,3.25,0.24
1.00,0.00,46.00,4.10,-0.10
1.00,0.00,32.00,2.92,1.30
1.00,1.00,30.00,2.97,0.50
1.00,1.00,31.00,2.99,-0.93
1.00,0.00,23.00,2.68,-1.66
1.00,0.00,38.00,2.22,-0.21
1.00,1.00,44.00,2.74,-2.25
1.00,1.00,18.00,2.48,-1.72
1.00,0.00,30.00,2.92,2.00
1.00,0.00,23.00,3.40,-0.49
1.00,1.00,44.00,2.39,-0.88
1.00,0.00,39.00,2.82,-1.37
1.00,1.00,29.00,3.19,0.57
1.00,1.00,28.00,2.49,0.50
1.00,0.00,41.00,4.25,-0.29
1.00,0.00,31.00,3.66,-0.99
1.00,1.00,23.00,3.08,0.01
1.00,0.00,25.00,3.19,-1.31
1.00,1.00,25.00,3.48,-0.82
1.00,1.00,33.00,2.56,-0.14
1.00,1.00,32.00,2.61,-0.24
1.00,0.00,33.00,2.77,-1.37
1.00,0.00,32.00,2.88,-0.64
1.00,0.00,29.00,3.88,0.83
1.00,0.00,37.00,2.67,-0.87
1.00,1.00,38.00,2.96,1.19
1.00,1.00,29.00,3.17,0.63
1.00,0.00,39.00,3.74,0.14
1.00,1.00,28.00,2.00,-0.44
1.00,1.00,36.00,2.41,0.24
1.00,0.00,35.00,2.66,-0.68
1.00,1.00,36.00,2.95,0.37
1.00,0.00,34.00,3.04,0.17
1.00,0.00,32.00,2.03,-1.20
1.00,1.00,30.00,2.95,2.20
1.00,1.00,33.00,3.07,0.50
1.00,1.00,30.00,2.79,-0.27
1.00,1.00,33.00,3.67,0.12
1.00,1.00,37.00,3.41,-0.20
1.00,1.00,26.00,2.32,1.10
1.00,1.00,28.00,3.38,-1.13
1.00,0.00,28.00,3.09,0.34
1.00,0.00,34.00,2.64,2.39
1.00,1.00,44.00,3.11,-1.78
1.00,0.00,32.00,3.42,1.77
1.00,1.00,34.00,2.77,0.38
1.00,1.00,41.00,3.53,-0.73
1.00,0.00,38.00,3.34,-0.55
1.00,1.00,39.00,3.23,-1.21
1.00,0.00,32.00,2.62,-0.74
1.00,0.00,31.00,3.18,1.09
1.00,0.00,33.00,3.61,0.50
1.00,0.00,38.00,2.70,-0.86
1.00,1.00,35.00,2.75,-0.22
1.00,0.00,29.00,2.36,0.55
1.00,1.00,25.00,2.67,1.03
1.00,1.00,36.00,2.75,-0.39
1.00,1.00,39.00,2.76,-1.22
1.00,0.00,38.00,2.39,-0.13
1.00,1.00,31.00,2.57,0.30
1.00,0.00,40.00,3.56,-0.28
1.00,0.00,34.00,2.77,-0.03
1.00,0.00,35.00,2.93,0.80
1.00,0.00,47.00,3.07,-0.26
1.00,1.00,31.00,3.01,0.13
1.00,0.00,34.00,2.94,-0.44
1.00,0.00,31.00,2.51,0.90
1.00,0.00,24.00,3.26,0.14
1.00,0.00,33.00,3.06,1.58
1.00,0.00,36.00,2.60,-0.05
1.00,0.00,25.00,3.04,0.88
1.00,1.00,29.00,3.35,0.76
1.00,0.00,31.00,3.50,-0.54
1.00,1.00,31.00,2.77,-0.15
1.00,0.00,28.00,2.75,0.81
1.00,1.00,40.00,2.65,-1.12
1.00,0.00,40.00,2.40,0.76
1.00,1.00,35.00,2.87,-1.20
1.00,0.00,34.00,2.60,-0.29
1.00,1.00,28.00,2.76,0.92
1.00,1.00,33.00,2.95,-0.63
1.00,0.00,35.00,2.27,-0.96
1.00,1.00,33.00,2.87,2.11
1.00,1.00,41.00,3.10,-1.52
1.00,0.00,33.00,3.73,0.86
1.00,0.00,42.00,3.23,1.64
1.00,0.00,28.00,3.86,0.68
1.00,0.00,40.00,2.88,0.38
1.00,1.00,29.00,2.82,-0.60
1.00,1.00,32.00,2.87,-0.45
1.00,0.00,38.00,2.69,0.73
1.00,1.00,36.00,2.47,0.86
1.00,0.00,33.00,3.23,0.63
1.00,0.00,28.00,2.51,0.27
1.00,1.00,32.00,3.39,0.16
1.00,0.00,20.00,2.74,0.87
1.00,0.00,42.00,3.36,0.02
1.00,1.00,19.00,2.83,-1.21
1.00,1.00,25.00,2.45,0.61
1.00,1.00,31.00,3.21,-0.07
1.00,1.00,31.00,2.50,0.89
1.00,1.00,38.00,2.11,-0.02
1.00,1.00,33.00,2.48,2.35
1.00,1.00,25.00,3.06,1.26
1.00,1.00,40.00,3.18,1.86
1.00,0.00,34.00,2.01,1.02
1.00,0.00,31.00,3.46,-0.60
1.00,1.00,27.00,2.75,-1.74
1.00,0.00,38.00,3.15,0.51
1.00,0.00,29.00,2.48,-1.33
1.00,0.00,27.00,2.23,-1.16
1.00,1.00,23.00,2.78,-1.31
1.00,0.00,35.00,2.69,0.97
1.00,1.00,28.00,2.48,-0.12
1.00,0.00,25.00,2.92,-0.89
1.00,1.00,21.00,2.48,-0.51
1.00,1.00,33.00,2.72,-1.01
1.00,0.00,34.00,2.55,-1.39
1.00,1.00,17.00,2.59,-0.93
1.00,1.00,33.00,2.49,0.44
1.00,1.00,39.00,2.82,-0.25
1.00,1.00,34.00,3.06,-0.84
1.00,1.00,33.00,3.53,2.00
1.00,0.00,37.00,3.11,-0.31
1.00,1.00,34.00,3.00,0.38
1.00,0.00,29.00,2.62,1.03
1.00,0.00,39.00,3.64,-0.28
1.00,0.00,28.00,2.95,-1.53
1.00,1.00,26.00,2.68,-2.74
1.00,1.00,27.00,3.45,-0.86
1.00,1.00,32.00,2.03,0.78
1.00,0.00,30.00,2.25,-0.71
1.00,1.00,40.00,2.48,0.53
1.00,1.00,29.00,1.45,-1.30
1.00,1.00,33.00,3.03,-0.30
1.00,0.00,41.00,3.06,1.14
1.00,1.00,27.00,2.62,-1.56
1.00,0.00,30.00,3.36,0.14
1.00,0.00,34.00,3.37,0.12
1.00,0.00,29.00,2.43,-0.82
1.00,1.00,23.00,3.02,1.89
1.00,1.00,45.00,2.64,0.04
1.00,0.00,43.00,2.91,0.88
1.00,1.00,22.00,2.70,-0.94
1.00,0.00,28.00,3.41,-1.99
1.00,1.00,24.00,3.12,1.03
1.00,1.00,24.00,2.41,-0.41
1.00,1.00,28.00,2.61,-0.44
1.00,1.00,37.00,3.42,0.73
1.00,1.00,22.00,3.38,0.41
1.00,0.00,28.00,3.04,-0.47
1.00,0.00,23.00,3.11,0.92
1.00,0.00,33.00,3.05,-0.09
1.00,0.00,41.00,2.93,0.08
1.00,1.00,25.00,2.57,0.11
1.00,0.00,29.00,2.89,-0.02
1.00,1.00,30.00,3.28,-0.96
1.00,0.00,36.00,2.85,1.30
1.00,0.00,38.00,3.06,-0.03
1.00,0.00,27.00,2.74,-1.38
1.00,1.00,31.00,2.56,-1.69
1.00,1.00,36.00,3.82,0.32
1.00,0.00,36.00,3.73,-0.62
1.00,0.00,29.00,3.31,-1.41
1.00,0.00,42.00,3.22,0.38
1.00,0.00,28.00,3.38,1.04
1.00,1.00,26.00,2.71,0.13
1.00,0.00,30.00,2.64,-1.24
1.00,0.00,25.00,3.23,-0.44
1.00,0.00,35.00,3.10,-1.18
1.00,0.00,23.00,3.04,0.00
1.00,0.00,33.00,2.69,-1.02
1.00,0.00,39.00,3.52,0.51
1.00,1.00,32.00,3.23,1.67
1.00,0.00,36.00,2.99,-1.44
1.00,1.00,26.00,3.19,-0.10
1.00,0.00,28.00,2.77,-0.59
1.00,1.00,34.00,3.19,-1.53
1.00,0.00,32.00,3.43,0.15
1.00,0.00,30.00,2.75,-0.97
1.00,1.00,40.00,2.54,-0.45
1.00,1.00,24.00,2.14,-1.73
1.00,1.00,28.00,3.00,0.60
1.00,1.00,43.00,3.28,0.78
1.00,0.00,27.00,3.03,0.16
1.00,0.00,31.00,2.83,-0.75
1.00,0.00,36.00,3.09,2.93
1.00,0.00,38.00,2.57,0.72
1.00,0.00,39.00,3.18,0.28
1.00,1.00,20.00,3.30,-0.83
1.00,1.00,33.00,3.30,-0.93
1.00,0.00,28.00,3.37,-0.09
1.00,0.00,39.00,4.16,0.00
1.00,0.00,33.00,2.98,-1.43
1.00,0.00,28.00,2.79,-1.46
1.00,0.00,24.00,2.36,0.03
1.00,0.00,39.00,3.60,0.08
1.00,1.00,24.00,2.42,-0.33
1.00,1.00,43.00,2.82,-0.13
1.00,0.00,30.00,2.25,-0.14
1.00,0.00,42.00,3.78,-0.50
1.00,1.00,30.00,3.56,-0.18
1.00,1.00,34.00,2.32,0.95
1.00,0.00,39.00,3.00,0.89
1.00,0.00,35.00,3.36,0.50
1.00,0.00,34.00,2.66,-0.16
1.00,1.00,29.00,2.83,1.60
1.00,1.00,37.00,2.76,0.69
1.00,1.00,34.00,3.95,0.64
1.00,0.00,25.00,2.90,0.13
1.00,1.00,31.00,3.29,-0.43
1.00,1.00,31.00,3.32,0.31
1.00,0.00,25.00,3.32,1.21
1.00,0.00,37.00,3.25,-0.45
1.00,1.00,36.00,2.38,-0.78
1.00,0.00,34.00,3.01,-0.35
1.00,1.00,31.00,3.05,0.79
1.00,0.00,39.00,2.64,1.07
1.00,0.00,30.00,2.79,-0.01
1.00,0.00,26.00,3.27,0.47
1.00,1.00,32.00,2.85,-1.21
1.00,0.00,31.00,3.08,-0.73
1.00,0.00,35.00,2.69,-1.48
1.00,1.00,41.00,2.85,0.03
1.00,1.00,35.00,3.38,-2.13
1.00,1.00,18.00,2.60,-1.75
1.00,0.00,32.00,2.95,0.51
1.00,1.00,38.00,3.10,1.65
1.00,1.00,31.00,2.84,1.92
1.00,0.00,44.00,3.17,-0.96
1.00,1.00,35.00,2.05,1.29
1.00,0.00,24.00,3.12,0.71
1.00,0.00,32.00,3.37,-1.22
1.00,0.00,34.00,3.48,0.18
1.00,0.00,27.00,2.19,-1.93
1.00,0.00,37.00,2.73,-0.79
1.00,0.00,42.00,1.96,0.01
1.00,0.00,35.00,2.67,0.37
1.00,1.00,29.00,2.96,1.76
1.00,1.00,38.00,3.23,2.12
1.00,0.00,27.00,3.19,-1.13
1.00,1.00,32.00,3.00,-1.02
1.00,0.00,33.00,2.85,-1.67
1.00,0.00,32.00,2.77,0.79
1.00,1.00,28.00,2.86,0.46
1.00,0.00,40.00,3.84,0.02
1.00,0.00,32.00,3.09,-0.29
1.00,1.00,36.00,2.58,1.80
1.00,1.00,37.00,3.17,0.36
1.00,0.00,37.00,3.56,0.17
1.00,1.00,27.00,2.37,-0.34
1.00,1.00,34.00,2.56,-0.94
1.00,1.00,34.00,3.18,-1.93
1.00,0.00,31.00,2.96,1.10
1.00,1.00,25.00,2.94,0.80
1.00,1.00,38.00,2.67,-0.39
1.00,0.00,34.00,3.46,0.72
1.00,0.00,23.00,3.13,-0.03
1.00,1.00,36.00,2.97,-0.71
1.00,0.00,31.00,2.92,0.33
1.00,1.00,31.00,2.80,0.55
1.00,1.00,33.00,2.65,-1.75
1.00,1.00,37.00,2.63,-1.42
1.00,0.00,21.00,3.31,-0.66
1.00,0.00,32.00,3.33,0.69
1.00,1.00,36.00,2.93,0.42
1.00,0.00,40.00,1.96,-0.00
1.00,0.00,27.00,3.16,-0.87
1.00,1.00,36.00,3.28,-1.06
1.00,0.00,30.00,3.23,-0.23
1.00,0.00,30.00,2.90,0.73
1.00,1.00,37.00,2.75,-1.80
1.00,1.00,34.00,2.62,-1.12
1.00,1.00,31.00,2.83,0.90
1.00,1.00,19.00,2.28,0.43
1.00,1.00,22.00,3.18,-0.26
1.00,0.00,39.00,3.38,1.34
1.00,0.00,27.00,3.32,0.62
1.00,0.00,36.00,1.96,-0.19
1.00,0.00,38.00,2.86,2.03
1.00,0.00,29.00,2.64,-1.21
1.00,1.00,25.00,3.05,1.61
1.00,0.00,31.00,2.93,1.00
1.00,1.00,33.00,3.63,1.10
1.00,0.00,38.00,2.52,0.68
1.00,1.00,35.00,2.53,0.49
1.00,0.00,35.00,3.19,-0.24
1.00,1.00,32.00,3.63,0.46
1.00,1.00,44.00,3.02,0.70
1.00,0.00,20.00,2.58,0.34
1.00,0.00,45.00,3.15,-1.84
1.00,0.00,31.00,3.47,1.19
1.00,0.00,31.00,2.91,-0.72
1.00,0.00,40.00,3.50,-1.02
1.00,0.00,24.00,2.57,0.82
1.00,0.00,39.00,2.50,1.38
1.00,0.00,35.00,3.68,-0.07
1.00,1.00,33.00,3.31,-0.76
1.00,1.00,28.00,3.22,-0.88
1.00,0.00,31.00,2.87,-0.73
1.00,0.00,37.00,2.39,0.06
1.00,0.00,37.00,3.08,0.27
1.00,0.00,39.00,2.84,-1.51
1.00,0.00,29.00,3.03,-1.17
1.00,1.00,30.00,2.90,0.21
1.00,1.00,36.00,3.63,-0.29
1.00,0.00,28.00,3.29,1.81
1.00,1.00,30.00,2.65,1.07
1.00,1.00,36.00,2.71,0.77
1.00,1.00,31.00,3.38,-0.14
1.00,1.00,37.00,2.69,0.89
1.00,0.00,33.00,3.22,-0.71
1.00,1.00,34.00,3.36,-1.04
1.00,0.00,25.00,3.62,-1.35
1.00,1.00,29.00,3.40,-0.80
1.00,0.00,38.00,3.08,0.52
1.00,0.00,41.00,2.94,-1.93
1.00,1.00,37.00,3.39,-1.51
1.00,0.00,24.00,2.22,-0.22
1.00,1.00,33.00,2.21,1.32
1.00,0.00,34.00,2.69,-1.02
1.00,0.00,35.00,2.72,0.54
1.00,1.00,41.00,2.81,0.05
1.00,1.00,27.00,3.05,0.72
1.00,0.00,34.00,3.36,-1.63
1.00,1.00,27.00,2.26,0.14
1.00,1.00,35.00,2.56,0.29
1.00,0.00,21.00,2.71,0.27
1.00,0.00,40.00,3.05,0.52
1.00,0.00,31.00,3.16,-0.10
1.00,1.00,34.00,3.61,-2.14
1.00,0.00,39.00,4.02,0.98
1.00,1.00,38.00,2.70,0.97
1.00,1.00,33.00,2.67,-0.87
1.00,0.00,35.00,3.74,0.07
1.00,1.00,35.00,3.31,0.51
1.00,0.00,37.00,3.63,1.50
1.00,0.00,28.00,3.16,-0.97
1.00,1.00,38.00,3.43,0.25
1.00,1.00,41.00,3.32,1.75
1.00,1.00,30.00,2.92,0.36
1.00,1.00,36.00,2.94,0.59
1.00,1.00,38.00,3.17,0.67
1.00,1.00,36.00,3.60,-2.72
1.00,0.00,25.00,3.13,1.28
1.00,0.00,32.00,2.75,-0.26
1.00,0.00,32.00,3.51,1.51
1.00,0.00,24.00,3.28,-0.49
1.00,0.00,32.00,2.46,-0.67
1.00,0.00,35.00,3.19,0.17
1.00,1.00,35.00,2.63,-0.27
1.00,1.00,29.00,2.79,-0.53
1.00,1.00,34.00,3.32,-0.53
1.00,0.00,29.00,3.64,-0.34
1.00,0.00,30.00,3.00,-0.10
1.00,0.00,26.00,3.10,0.03
1.00,0.00,30.00,2.85,0.09
1.00,0.00,34.00,2.71,0.15
1.00,1.00,28.00,2.49,0.63
1.00,0.00,40.00,2.86,-0.77
1.00,1.00,25.00,2.82,0.43
1.00,0.00,28.00,3.71,-1.57
1.00,0.00,40.00,3.42,0.55
1.00,0.00,32.00,2.82,0.61
1.00,1.00,40.00,2.49,0.15
1.00,0.00,37.00,2.94,-0.96
1.00,1.00,30.00,2.97,0.77
1.00,1.00,28.00,3.34,1.46
1.00,1.00,30.00,3.08,-1.47
1.00,0.00,29.00,3.12,-0.46
1.00,0.00,35.00,3.17,-0.55
1.00,1.00,25.00,2.39,1.21
1.00,1.00,31.00,2.71,0.46
1.00,1.00,30.00,2.35,1.12
1.00,1.00,26.00,3.00,1.27
1.00,0.00,36.00,2.53,-0.72
1.00,1.00,49.00,3.38,-0.88
1.00,0.00,35.00,2.95,-1.31
1.00,1.00,40.00,2.68,-0.26
1.00,1.00,27.00,2.01,-0.14
1.00,0.00,23.00,2.83,-1.62
1.00,1.00,37.00,2.73,0.92
1.00,0.00,32.00,4.00,1.36
1.00,1.00,24.00,2.80,1.49
1.00,1.00,29.00,2.21,-1.22
1.00,0.00,33.00,2.69,-1.56
1.00,0.00,25.00,3.62,1.26
1.00,1.00,29.00,3.57,0.73
1.00,1.00,19.00,2.13,1.97
1.00,0.00,30.00,3.22,-0.93
1.00,1.00,41.00,3.77,1.03
1.00,1.00,36.00,3.07,0.35
1.00,1.00,23.00,2.64,-0.12
1.00,0.00,35.00,3.13,0.94
1.00,0.00,24.00,3.02,0.49
1.00,1.00,42.00,2.93,0.21
1.00,0.00,43.00,3.40,-0.62
1.00,1.00,43.00,3.37,0.04
1.00,0.00,25.00,3.60,0.42
1.00,0.00,31.00,2.51,-1.93
1.00,0.00,28.00,2.36,1.47
1.00,1.00,44.00,2.97,-0.14
1.00,1.00,43.00,2.75,0.94
1.00,1.00,34.00,2.40,1.16
1.00,1.00,33.00,2.62,1.44
1.00,1.00,27.00,2.77,0.79
1.00,0.00,28.00,3.33,0.74
1.00,0.00,27.00,2.62,-1.05
1.00,1.00,35.00,2.56,-0.22
1.00,0.00,20.00,2.76,-0.78
1.00,0.00,25.00,3.11,1.44
1.00,1.00,29.00,3.15,-0.20
1.00,0.00,37.00,3.46,-2.00
1.00,0.00,21.00,2.20,-1.69
1.00,1.00,42.00,3.22,1.43
1.00,1.00,36.00,3.14,0.54
1.00,0.00,23.00,3.16,-2.13
1.00,0.00,25.00,3.46,0.11
1.00,1.00,33.00,3.00,0.52
1.00,0.00,34.00,2.65,0.64
1.00,1.00,34.00,2.43,-0.46
1.00,0.00,41.00,2.18,1.21
1.00,1.00,29.00,3.23,0.42
1.00,1.00,30.00,2.83,-0.52
1.00,0.00,38.00,3.16,-0.90
1.00,1.00,28.00,2.69,-0.56
1.00,1.00,41.00,3.01,-0.35
1.00,1.00,35.00,3.55,1.70
1.00,1.00,28.00,3.18,-0.74
1.00,0.00,32.00,2.65,-0.88
1.00,0.00,36.00,3.38,-1.56
1.00,0.00,27.00,2.51,0.73
1.00,1.00,27.00,3.29,0.14
1.00,1.00,28.00,3.01,0.72
1.00,0.00,34.00,3.15,0.51
1.00,1.00,33.00,2.51,-0.40
1.00,1.00,25.00,2.67,-0.51
1.00,1.00,20.00,2.67,0.04
1.00,1.00,29.00,2.91,1.00
1.00,0.00,26.00,3.34,-0.11
1.00,1.00,30.00,2.43,0.89
1.00,0.00,28.00,2.40,0.68
1.00,1.00,28.00,2.47,-0.35
1.00,1.00,42.00,2.98,-1.52
1.00,0.00,34.00,3.10,0.62
1.00,0.00,31.00,2.81,-0.93
1.00,1.00,32.00,2.93,-0.05
1.00,1.00,39.00,2.42,0.05
1.00,1.00,31.00,2.24,-0.00
1.00,0.00,37.00,2.41,0.58
1.00,0.00,29.00,3.16,-0.14
1.00,1.00,30.00,3.44,-0.54
1.00,0.00,46.00,3.76,0.09
1.00,1.00,39.00,3.80,1.42
1.00,1.00,46.00,3.16,-0.36
1.00,1.00,32.00,3.32,-0.39
1.00,0.00,30.00,2.96,0.73
1.00,1.00,30.00,3.01,-0.68
1.00,0.00,32.00,3.69,-1.16
1.00,1.00,34.00,3.25,-0.81
1.00,1.00,34.00,3.20,1.83
1.00,1.00,26.00,1.95,-1.48
1.00,0.00,35.00,2.87,-1.18
1.00,1.00,33.00,3.74,-1.03
1.00,0.00,35.00,3.59,-0.03
1.00,0.00,29.00,3.21,-0.36
1.00,1.00,32.00,3.37,0.44
1.00,1.00,42.00,2.82,0.01
1.00,0.00,39.00,3.45,-1.12
1.00,0.00,27.00,2.73,-0.69
1.00,1.00,23.00,2.65,-1.47
1.00,0.00,34.00,2.96,-1.34
1.00,1.00,31.00,2.66,-0.12
1.00,0.00,44.00,3.61,0.55
1.00,0.00,35.00,2.50,-1.86
1.00,1.00,26.00,2.07,0.30
1.00,0.00,34.00,3.47,0.11
1.00,1.00,27.00,3.04,0.56
1.00,0.00,36.00,2.75,1.42
1.00,1.00,34.00,2.30,-1.60
1.00,1.00,32.00,2.83,0.60
1.00,0.00,33.00,2.66,-0.15
1.00,0.00,29.00,3.39,-0.90
1.00,0.00,26.00,3.46,-1.15
1.00,1.00,36.00,2.57,-1.42
1.00,0.00,34.00,2.86,-0.69
1.00,0.00,30.00,3.01,2.47
1.00,0.00,42.00,2.81,-0.20
1.00,0.00,34.00,3.10,0.45
1.00,0.00,31.00,3.15,1.02
1.00,1.00,32.00,3.00,-0.59
1.00,0.00,23.00,2.90,-1.24
1.00,0.00,34.00,3.34,2.11
1.00,1.00,30.00,3.14,-0.80
1.00,0.00,36.00,2.67,0.66
1.00,0.00,38.00,4.04,2.39
1.00,1.00,32.00,2.50,-0.78
1.00,0.00,34.00,3.34,-0.05
1.00,1.00,32.00,2.45,-0.75
1.00,0.00,32.00,3.94,0.21
1.00,1.00,28.00,3.15,0.06
1.00,1.00,41.00,3.28,0.90
1.00,1.00,28.00,2.00,-1.51
1.00,1.00,31.00,2.50,0.90
1.00,1.00,38.00,3.18,0.35
1.00,0.00,25.00,2.78,-0.07
1.00,1.00,30.00,3.34,-0.30
1.00,1.00,35.00,3.44,0.13
1.00,1.00,34.00,3.31,-0.67
1.00,1.00,29.00,3.25,-0.33
1.00,0.00,35.00,3.31,1.35
1.00,1.00,27.00,2.73,0.18
1.00,1.00,39.00,2.88,0.55
1.00,0.00,38.00,3.26,0.86
1.00,1.00,24.00,2.48,0.09
1.00,0.00,30.00,3.39,-1.04
1.00,1.00,33.00,3.24,-0.30
1.00,1.00,30.00,2.74,-0.00
1.00,1.00,32.00,3.05,0.04
1.00,0.00,28.00,2.94,-0.19
1.00,1.00,33.00,2.30,-0.59
1.00,1.00,34.00,3.19,-0.80
1.00,0.00,22.00,3.46,-0.13
1.00,0.00,27.00,2.62,0.74
1.00,0.00,38.00,2.34,0.33
1.00,0.00,30.00,3.06,0.54
1.00,0.00,31.00,3.06,0.07
1.00,0.00,39.00,3.28,0.46
1.00,0.00,28.00,2.65,-0.59
1.00,0.00,28.00,3.33,0.49
1.00,1.00,29.00,2.47,-0.34
1.00,1.00,26.00,2.80,0.31
1.00,1.00,35.00,3.59,1.51
1.00,1.00,23.00,2.84,-0.91
1.00,0.00,38.00,2.97,0.81
1.00,1.00,36.00,2.92,2.25
1.00,1.00,30.00,2.46,-0.44
1.00,1.00,44.00,3.46,0.52
1.00,1.00,34.00,3.69,-1.28
1.00,0.00,43.00,2.77,-0.96
1.00,0.00,32.00,2.70,0.22
1.00,1.00,35.00,3.10,-0.58
1.00,1.00,28.00,3.16,0.78
1.00,0.00,25.00,3.41,1.31
1.00,0.00,24.00,3.13,0.56
1.00,1.00,35.00,3.03,0.11
1.00,1.00,33.00,2.52,-0.76
1.00,0.00,29.00,2.87,-0.87
1.00,1.00,29.00,2.96,-0.75
1.00,0.00,32.00,3.54,-0.74
1.00,1.00,29.00,2.29,-0.63
