race,sex,LSAT,UGPA,ZFYA
7.00,1.00,40.00,3.61,-0.37
7.00,0.00,44.00,4.01,-0.40
7.00,0.00,40.00,2.68,-0.97
7.00,0.00,35.00,3.45,-0.18
7.00,0.00,33.00,2.37,-0.69
7.00,1.00,37.00,3.50,0.32
7.00,1.00,39.00,2.89,2.02
7.00,0.00,56.00,3.32,-0.82
7.00,0.00,36.00,3.46,-0.75
7.00,1.00,45.00,3.36,-1.26
7.00,0.00,35.00,3.58,-0.43
7.00,1.00,50.00,3.27,0.05
7.00,0.00,26.00,3.51,0.16
7.00,0.00,44.00,3.47,-1.87
7.00,0.00,29.00,2.89,-0.23
7.00,1.00,37.00,3.33,0.30
7.00,1.00,36.00,2.71,0.09
7.00,0.00,33.00,3.24,-0.04
7.00,1.00,37.00,3.30,-0.06
7.00,0.00,43.00,3.20,1.32
7.00,0.00,36.00,3.47,-1.13
7.00,0.00,31.00,3.33,0.13
7.00,0.00,38.00,3.38,0.77
7.00,0.00,28.00,3.41,-0.89
7.00,0.00,35.00,3.80,1.30
7.00,1.00,35.00,2.30,-0.49
7.00,0.00,33.00,2.69,0.04
7.00,1.00,54.00,3.24,-0.92
7.00,1.00,41.00,2.98,-1.08
7.00,1.00,37.00,3.49,1.11
7.00,1.00,44.00,2.94,-1.21
7.00,0.00,42.00,3.50,0.79
7.00,0.00,34.00,4.01,0.84
7.00,0.00,34.00,3.48,0.84
7.00,1.00,44.00,3.50,1.06
7.00,0.00,31.00,3.12,-0.99
7.00,1.00,33.00,3.07,-0.66
7.00,0.00,37.00,3.56,-0.71
7.00,0.00,24.00,2.43,0.69
7.00,0.00,32.00,2.56,1.29
7.00,1.00,39.00,3.12,0.96
7.00,1.00,38.00,3.27,1.03
7.00,1.00,37.00,2.68,0.61
7.00,1.00,34.00,3.51,0.26
7.00,0.00,31.00,3.43,-0.09
7.00,1.00,37.00,3.26,-2.07
7.00,1.00,50.00,3.38,0.26
7.00,1.00,27.00,3.43,0.72
7.00,0.00,42.00,3.32,-0.53
7.00,0.00,37.00,3.40,0.31
7.00,0.00,34.00,3.68,-1.68
7.00,0.00,43.00,3.69,-0.60
7.00,0.00,51.00,2.56,0.99
7.00,1.00,46.00,2.84,0.69
7.00,1.00,28.00,3.81,-0.09
7.00,1.00,34.00,3.33,1.01
7.00,0.00,39.00,3.93,1.08
7.00,0.00,34.00,3.51,-0.67
7.00,0.00,34.00,3.27,-0.39
7.00,1.00,44.00,3.17,0.86
7.00,0.00,38.00,3.66,0.98
7.00,1.00,52.00,3.50,-1.55
7.00,0.00,27.00,3.56,-0.25
7.00,1.00,38.00,2.67,-1.44
7.00,1.00,23.00,3.04,-0.32
7.00,0.00,47.00,3.06,-0.92
7.00,1.00,28.00,3.31,0.72
7.00,0.00,40.00,3.28,0.64
7.00,0.00,40.00,2.56,-1.57
7.00,1.00,39.00,2.90,0.26
7.00,0.00,28.00,3.82,0.92
7.00,1.00,43.00,2.88,1.29
7.00,1.00,36.00,3.36,-0.84
7.00,0.00,44.00,3.66,-0.13
7.00,0.00,35.00,2.73,0.30
7.00,1.00,36.00,2.43,1.41
7.00,0.00,55.00,3.55,0.79
7.00,0.00,35.00,3.37,0.89
7.00,0.00,41.00,3.50,1.98
7.00,0.00,40.00,3.64,1.70
7.00,1.00,26.00,3.01,1.68
7.00,0.00,25.00,3.40,0.25
7.00,1.00,37.00,3.62,0.82
7.00,1.00,40.00,2.76,-0.92
7.00,0.00,41.00,3.56,-0.24
7.00,1.00,33.00,3.19,2.15
7.00,0.00,33.00,2.86,-0.81
7.00,0.00,38.00,3.11,1.20
7.00,1.00,44.00,3.28,-0.67
7.00,0.00,43.00,3.32,1.64
7.00,0.00,46.00,3.66,-1.21
7.00,0.00,50.00,3.03,1.40
7.00,1.00,34.00,2.36,-0.41
7.00,0.00,52.00,2.86,0.53
7.00,1.00,29.00,2.89,-0.18
7.00,1.00,44.00,3.53,-1.58
7.00,1.00,37.00,3.61,0.38
7.00,0.00,38.00,3.54,-0.01
7.00,1.00,44.00,3.47,2.43
7.00,0.00,27.00,2.82,-1.23
7.00,1.00,45.00,3.69,0.52
7.00,0.00,38.00,3.55,-1.30
7.00,1.00,28.00,3.11,-1.98
7.00,0.00,33.00,3.09,0.65
7.00,1.00,38.00,3.54,-0.90
7.00,1.00,42.00,3.25,0.16
7.00,0.00,48.00,4.01,-0.67
7.00,1.00,38.00,2.76,0.46
7.00,0.00,32.00,3.41,-0.70
7.00,0.00,33.00,3.31,0.96
7.00,0.00,34.00,3.56,-1.69
7.00,0.00,38.00,3.39,0.10
7.00,1.00,37.00,2.97,1.00
7.00,0.00,36.00,3.21,1.12
7.00,1.00,44.00,2.38,0.84
7.00,0.00,40.00,3.66,-1.17
7.00,0.00,28.00,3.50,0.50
7.00,1.00,28.00,3.51,0.50
7.00,0.00,52.00,4.17,0.13
7.00,1.00,36.00,3.14,-1.36
7.00,1.00,29.00,2.55,2.28
7.00,0.00,42.00,3.60,0.27
7.00,0.00,39.00,3.24,0.52
7.00,1.00,37.00,2.75,1.10
7.00,0.00,26.00,3.01,0.08
7.00,0.00,28.00,3.43,-0.32
7.00,1.00,40.00,3.46,0.56
7.00,0.00,44.00,4.04,-1.41
7.00,0.00,31.00,3.31,0.52
7.00,0.00,39.00,4.56,-1.08
7.00,0.00,39.00,3.03,-0.01
7.00,1.00,37.00,3.35,2.02
7.00,1.00,39.00,3.75,-1.16
7.00,0.00,34.00,2.44,1.03
7.00,0.00,39.00,2.88,-2.01
7.00,1.00,25.00,3.05,1.37
7.00,1.00,30.00,2.90,1.24
7.00,0.00,36.00,3.03,-0.26
7.00,0.00,43.00,3.37,1.10
7.00,1.00,44.00,2.70,-0.56
7.00,0.00,26.00,3.23,0.99
7.00,1.00,33.00,3.83,0.84
7.00,1.00,39.00,3.00,1.18
7.00,0.00,34.00,3.94,-1.11
7.00,0.00,39.00,3.86,-0.34
7.00,1.00,41.00,3.50,-1.03
7.00,0.00,57.00,4.06,0.04
7.00,1.00,34.00,3.85,-1.41
7.00,1.00,33.00,3.28,1.06
7.00,1.00,31.00,2.53,0.62
7.00,0.00,32.00,3.28,-0.42
7.00,0.00,39.00,3.76,1.66
7.00,0.00,36.00,4.13,2.46
7.00,0.00,43.00,3.04,1.76
7.00,1.00,37.00,2.83,-1.43
7.00,1.00,41.00,3.47,0.19
7.00,0.00,36.00,3.53,0.83
7.00,1.00,33.00,2.39,-1.68
7.00,1.00,38.00,2.72,-0.05
7.00,0.00,40.00,3.45,2.25
7.00,1.00,34.00,3.23,0.48
7.00,0.00,43.00,3.29,-1.07
7.00,0.00,33.00,2.70,-1.48
7.00,1.00,39.00,2.92,-1.09
7.00,1.00,44.00,3.17,0.88
7.00,1.00,39.00,3.22,1.03
7.00,1.00,31.00,3.33,-1.58
7.00,1.00,37.00,3.78,-0.15
7.00,1.00,42.00,3.34,-0.02
7.00,1.00,38.00,3.58,1.08
7.00,0.00,54.00,3.31,0.62
7.00,0.00,38.00,3.28,0.83
7.00,1.00,48.00,3.53,0.74
7.00,0.00,50.00,3.66,-0.15
7.00,1.00,46.00,3.47,2.29
7.00,1.00,51.00,3.49,-0.81
7.00,0.00,29.00,3.34,0.14
7.00,1.00,29.00,3.62,-0.04
7.00,0.00,30.00,3.12,-0.09
7.00,0.00,39.00,3.45,-0.94
7.00,0.00,39.00,3.89,0.17
7.00,0.00,46.00,3.05,0.05
7.00,1.00,34.00,2.87,-1.26
7.00,0.00,37.00,2.65,-1.47
7.00,1.00,33.00,3.27,-1.25
7.00,1.00,47.00,2.85,-0.30
7.00,1.00,42.00,3.75,1.09
7.00,0.00,39.00,2.67,1.23
7.00,1.00,34.00,3.27,0.21
7.00,0.00,40.00,3.52,-0.97
7.00,0.00,45.00,3.29,-0.26
7.00,0.00,36.00,2.96,0.39
7.00,0.00,39.00,3.54,1.47
7.00,1.00,35.00,3.32,-0.46
7.00,0.00,54.00,3.37,-0.17
7.00,0.00,34.00,2.57,0.09
7.00,0.00,40.00,3.32,-0.22
7.00,0.00,25.00,3.72,1.22
7.00,0.00,31.00,2.86,0.89
7.00,0.00,37.00,3.35,-0.57
7.00,1.00,27.00,3.01,0.15
7.00,0.00,38.00,3.78,2.07
7.00,1.00,40.00,3.08,0.83
7.00,0.00,25.00,3.37,1.79
7.00,1.00,39.00,2.84,0.77
7.00,0.00,30.00,3.22,-0.21
7.00,1.00,30.00,3.48,0.96
7.00,0.00,35.00,3.36,-1.30
7.00,1.00,49.00,2.46,-0.12
7.00,1.00,39.00,3.07,-1.20
7.00,0.00,29.00,2.48,1.99
7.00,1.00,33.00,2.75,0.57
7.00,1.00,40.00,3.60,-0.15
7.00,0.00,44.00,3.97,-0.08
7.00,0.00,39.00,3.36,-0.39
7.00,0.00,34.00,3.81,-0.13
7.00,0.00,40.00,2.75,0.88
7.00,1.00,32.00,2.87,1.05
7.00,1.00,33.00,3.78,-0.38
7.00,0.00,40.00,3.49,1.96
7.00,1.00,31.00,2.80,1.28
7.00,0.00,37.00,3.51,-0.45
7.00,0.00,43.00,3.04,-0.37
7.00,1.00,38.00,4.02,-0.51
7.00,0.00,31.00,3.57,-0.00
7.00,0.00,38.00,3.24,0.98
7.00,1.00,40.00,3.16,2.08
7.00,1.00,32.00,2.65,0.32
7.00,1.00,40.00,3.55,1.22
7.00,1.00,46.00,3.07,-1.85
7.00,1.00,37.00,2.68,1.42
7.00,1.00,36.00,2.78,0.94
7.00,1.00,36.00,3.72,-0.04
7.00,1.00,44.00,3.88,0.59
7.00,0.00,42.00,2.62,0.41
7.00,0.00,32.00,4.01,0.30
7.00,1.00,32.00,3.06,-0.28
7.00,0.00,33.00,3.16,-0.67
7.00,0.00,46.00,3.14,-0.33
7.00,0.00,36.00,2.19,-1.81
7.00,1.00,37.00,3.37,2.00
7.00,0.00,37.00,2.96,-0.78
7.00,1.00,45.00,2.82,-0.24
7.00,0.00,41.00,3.24,1.01
7.00,1.00,36.00,3.10,-0.69
7.00,1.00,25.00,2.69,-1.91
7.00,0.00,34.00,2.44,1.17
7.00,1.00,45.00,2.36,-1.07
7.00,1.00,36.00,2.30,0.14
7.00,1.00,39.00,3.34,-0.17
7.00,1.00,41.00,3.56,1.66
7.00,1.00,22.00,3.73,-0.68
7.00,0.00,33.00,3.32,0.55
7.00,1.00,43.00,3.43,0.71
7.00,0.00,40.00,2.81,-1.27
7.00,0.00,40.00,3.39,0.30
7.00,0.00,32.00,3.19,0.20
7.00,1.00,50.00,3.16,-0.61
7.00,1.00,30.00,3.58,1.20
7.00,1.00,42.00,2.48,0.49
7.00,0.00,38.00,3.34,-0.43
7.00,1.00,35.00,2.65,-0.07
7.00,1.00,42.00,2.15,-0.01
7.00,1.00,35.00,3.31,-0.29
7.00,0.00,30.00,3.50,0.34
7.00,1.00,36.00,2.76,-0.58
7.00,0.00,34.00,4.01,0.78
7.00,0.00,33.00,3.38,1.53
7.00,0.00,45.00,2.79,-0.18
7.00,1.00,32.00,3.00,-0.20
7.00,1.00,45.00,2.82,-0.49
7.00,0.00,34.00,3.01,0.21
7.00,1.00,30.00,3.03,1.26
7.00,0.00,40.00,3.41,-1.27
7.00,1.00,50.00,3.25,1.11
7.00,1.00,38.00,2.59,-2.06
7.00,1.00,49.00,2.38,-1.33
7.00,1.00,36.00,3.23,-0.64
7.00,1.00,33.00,3.43,0.74
7.00,0.00,36.00,3.42,-0.23
7.00,0.00,33.00,3.03,-1.21
7.00,0.00,29.00,3.54,1.56
7.00,0.00,34.00,3.11,0.19
7.00,1.00,34.00,2.65,-1.43
7.00,0.00,45.00,2.96,0.74
7.00,1.00,52.00,3.23,0.35
7.00,0.00,44.00,3.22,0.55
7.00,0.00,45.00,3.32,-2.78
7.00,0.00,32.00,3.19,-0.47
7.00,1.00,34.00,3.04,-1.75
7.00,1.00,37.00,4.10,0.96
7.00,0.00,46.00,4.13,1.04
7.00,0.00,48.00,3.70,2.21
7.00,0.00,27.00,3.51,0.31
7.00,0.00,42.00,3.53,-0.51
7.00,1.00,38.00,3.02,0.80
7.00,0.00,34.00,3.01,0.79
7.00,0.00,46.00,3.94,-0.12
7.00,0.00,35.00,3.77,0.62
7.00,0.00,41.00,3.43,-0.71
7.00,0.00,27.00,2.70,1.25
7.00,0.00,40.00,4.17,-0.57
7.00,1.00,43.00,3.56,-0.02
7.00,0.00,49.00,3.46,1.17
7.00,1.00,52.00,3.78,-0.76
7.00,0.00,26.00,3.53,0.34
7.00,1.00,46.00,3.12,-0.78
7.00,0.00,37.00,4.24,1.30
7.00,0.00,23.00,3.13,-0.19
7.00,1.00,37.00,2.96,-0.61
7.00,1.00,30.00,2.70,-1.85
7.00,1.00,40.00,3.37,-0.15
7.00,1.00,48.00,3.09,0.62
7.00,0.00,44.00,3.57,-0.01
7.00,0.00,40.00,2.75,0.02
7.00,0.00,32.00,3.21,-0.91
7.00,0.00,39.00,3.64,-0.27
7.00,0.00,30.00,3.46,1.99
7.00,1.00,28.00,3.57,-0.63
7.00,1.00,28.00,3.46,0.99
7.00,0.00,31.00,3.56,0.89
7.00,0.00,39.00,4.50,-0.52
7.00,0.00,33.00,3.25,0.45
7.00,0.00,37.00,3.05,0.79
7.00,0.00,34.00,2.93,-1.61
7.00,0.00,33.00,3.96,-0.72
7.00,1.00,36.00,3.10,-1.65
7.00,1.00,48.00,3.15,0.33
7.00,0.00,41.00,2.61,-1.37
7.00,0.00,47.00,4.42,1.60
7.00,1.00,36.00,4.37,0.85
7.00,1.00,43.00,2.89,0.80
7.00,0.00,36.00,3.47,1.93
7.00,0.00,40.00,3.23,0.25
7.00,0.00,36.00,2.84,-0.21
7.00,1.00,44.00,3.13,0.10
7.00,1.00,38.00,3.15,0.59
7.00,1.00,38.00,3.71,0.93
7.00,0.00,30.00,3.44,0.38
7.00,1.00,36.00,3.36,-0.05
7.00,1.00,36.00,3.73,1.57
7.00,0.00,26.00,3.85,0.26
7.00,0.00,39.00,3.68,1.28
7.00,1.00,40.00,2.63,-1.67
7.00,0.00,33.00,3.64,-0.30
7.00,1.00,23.00,2.82,0.24
7.00,0.00,33.00,3.19,-1.87
7.00,0.00,39.00,2.95,0.13
7.00,0.00,41.00,3.37,-0.44
7.00,1.00,34.00,2.82,-0.87
7.00,0.00,41.00,3.12,0.24
7.00,0.00,32.00,3.23,0.59
7.00,1.00,32.00,2.53,0.58
7.00,1.00,25.00,3.32,-0.52
7.00,1.00,34.00,3.06,0.24
7.00,0.00,39.00,2.91,-0.85
7.00,1.00,34.00,3.42,-0.19
7.00,1.00,33.00,2.76,1.28
7.00,0.00,34.00,2.81,-1.18
7.00,1.00,33.00,2.18,-0.64
7.00,0.00,41.00,3.46,0.15
7.00,0.00,44.00,3.90,-0.64
7.00,0.00,45.00,3.97,1.11
7.00,0.00,34.00,2.76,-0.40
7.00,0.00,37.00,3.16,0.74
7.00,0.00,30.00,2.85,0.77
7.00,0.00,31.00,3.11,0.62
7.00,1.00,29.00,2.74,1.30
7.00,1.00,38.00,3.29,1.72
7.00,0.00,42.00,3.34,-0.51
7.00,1.00,42.00,3.39,-0.37
7.00,0.00,31.00,3.49,1.06
7.00,0.00,42.00,3.11,1.29
7.00,1.00,40.00,2.80,-0.45
7.00,0.00,33.00,3.74,2.08
7.00,0.00,40.00,3.14,-0.63
7.00,1.00,47.00,3.40,0.46
7.00,1.00,37.00,3.83,2.14
7.00,0.00,41.00,3.77,0.26
7.00,1.00,42.00,2.30,0.24
7.00,1.00,32.00,3.08,2.83
7.00,1.00,44.00,3.73,1.50
7.00,0.00,25.00,3.11,1.24
7.00,1.00,44.00,3.52,-0.93
7.00,1.00,45.00,2.93,-0.68
7.00,0.00,39.00,3.77,0.79
7.00,0.00,32.00,3.39,0.42
7.00,1.00,37.00,3.01,-1.09
7.00,0.00,56.00,3.34,-0.24
7.00,1.00,24.00,3.42,-0.31
7.00,1.00,40.00,3.76,-0.53
7.00,1.00,41.00,2.66,-1.36
7.00,0.00,32.00,3.63,-0.21
7.00,0.00,47.00,3.26,1.48
7.00,1.00,43.00,3.42,-0.99
7.00,0.00,37.00,2.32,-1.78
7.00,0.00,44.00,3.93,-0.99
7.00,1.00,32.00,3.79,0.91
7.00,0.00,47.00,3.10,0.89
7.00,0.00,36.00,3.30,0.77
7.00,1.00,45.00,3.42,-0.65
7.00,1.00,36.00,3.10,-0.44
7.00,1.00,32.00,3.12,2.40
7.00,1.00,40.00,2.52,2.19
7.00,1.00,43.00,3.66,-0.09
7.00,0.00,28.00,3.57,0.81
7.00,0.00,48.00,3.16,0.96
7.00,0.00,35.00,2.85,0.61
7.00,0.00,33.00,2.85,-2.26
7.00,0.00,31.00,3.18,-0.00
7.00,1.00,41.00,2.93,-0.87
7.00,0.00,40.00,2.98,0.39
7.00,1.00,40.00,3.55,1.23
7.00,0.00,34.00,2.97,0.70
7.00,1.00,25.00,3.18,1.56
7.00,0.00,33.00,3.92,0.10
7.00,1.00,34.00,3.29,-0.33
7.00,1.00,48.00,3.24,-0.56
7.00,0.00,31.00,3.05,0.02
7.00,0.00,50.00,3.19,-0.13
7.00,0.00,33.00,3.99,-0.10
7.00,0.00,30.00,3.49,0.37
7.00,0.00,40.00,3.78,0.78
7.00,0.00,34.00,2.89,-1.35
7.00,0.00,36.00,2.62,-0.10
7.00,0.00,47.00,3.94,0.04
7.00,1.00,35.00,3.59,0.02
7.00,1.00,44.00,3.53,1.71
7.00,0.00,43.00,3.46,0.15
7.00,0.00,39.00,2.89,1.19
7.00,0.00,52.00,3.45,-1.38
7.00,0.00,34.00,2.72,1.05
7.00,0.00,41.00,3.18,0.20
7.00,1.00,38.00,2.87,0.37
7.00,1.00,36.00,4.12,1.77
7.00,0.00,46.00,3.39,-2.07
7.00,1.00,41.00,2.91,-0.47
7.00,1.00,57.00,3.04,0.17
7.00,1.00,44.00,3.69,-0.38
7.00,1.00,41.00,3.12,0.53
7.00,0.00,31.00,3.48,2.89
7.00,1.00,26.00,3.51,0.86
7.00,0.00,51.00,3.54,-0.88
7.00,1.00,39.00,3.62,0.86
7.00,0.00,36.00,3.45,1.17
7.00,0.00,29.00,3.19,0.89
7.00,1.00,41.00,3.85,-0.47
7.00,0.00,31.00,2.91,-0.70
7.00,1.00,41.00,2.51,1.71
7.00,0.00,34.00,3.11,0.72
7.00,0.00,29.00,3.29,-0.77
7.00,1.00,43.00,3.32,-0.27
7.00,1.00,29.00,3.48,0.15
7.00,0.00,37.00,3.66,0.83
7.00,1.00,32.00,2.31,-1.18
7.00,1.00,41.00,2.85,0.49
7.00,0.00,40.00,3.77,2.89
7.00,0.00,36.00,3.31,-0.41
7.00,0.00,35.00,3.05,0.75
7.00,1.00,39.00,3.73,0.01
7.00,0.00,45.00,4.65,-1.05
7.00,1.00,39.00,2.66,-0.14
7.00,1.00,36.00,2.66,-1.32
7.00,0.00,32.00,3.49,0.64
7.00,1.00,40.00,3.26,1.49
7.00,0.00,51.00,4.17,0.76
7.00,0.00,28.00,3.22,0.59
7.00,1.00,38.00,3.47,0.49
7.00,1.00,33.00,4.56,0.31
7.00,1.00,26.00,3.25,0.71
7.00,1.00,41.00,3.79,1.64
7.00,1.00,36.00,3.12,0.70
7.00,1.00,41.00,3.46,1.05
7.00,0.00,30.00,3.27,1.80
7.00,0.00,27.00,3.18,0.58
7.00,0.00,39.00,3.83,0.07
7.00,0.00,24.00,3.37,-0.53
7.00,0.00,45.00,3.40,0.45
7.00,0.00,33.00,3.18,0.32
7.00,1.00,49.00,3.03,-0.35
7.00,1.00,32.00,3.24,-1.17
7.00,1.00,43.00,3.26,0.39
7.00,0.00,35.00,4.22,0.79
7.00,0.00,43.00,3.02,-0.89
7.00,0.00,37.00,3.51,-0.92
7.00,0.00,33.00,3.28,-0.78
7.00,0.00,36.00,3.04,0.77
7.00,1.00,43.00,3.65,-2.09
7.00,0.00,47.00,3.10,1.35
7.00,1.00,44.00,3.11,0.54
7.00,0.00,41.00,3.94,0.04
7.00,0.00,37.00,3.74,1.27
7.00,0.00,32.00,3.42,1.36
7.00,1.00,34.00,3.48,0.64
7.00,0.00,36.00,3.11,-0.38
7.00,1.00,32.00,2.95,1.11
7.00,1.00,29.00,3.15,0.25
7.00,1.00,38.00,3.41,2.20
7.00,0.00,30.00,3.84,0.73
7.00,0.00,32.00,3.26,-1.59
7.00,1.00,34.00,2.99,0.64
7.00,1.00,41.00,3.04,-1.58
7.00,1.00,29.00,2.73,-0.92
7.00,1.00,38.00,3.21,-1.96
7.00,0.00,33.00,2.93,-0.31
7.00,1.00,49.00,3.65,1.37
7.00,0.00,41.00,3.31,-0.44
7.00,1.00,30.00,3.42,0.37
7.00,1.00,50.00,3.04,-2.32
7.00,0.00,43.00,3.53,-1.63
7.00,1.00,49.00,3.24,-0.65
7.00,0.00,30.00,4.36,-0.80
7.00,1.00,44.00,3.57,-0.81
7.00,1.00,31.00,2.92,1.32
7.00,0.00,35.00,2.18,-1.09
7.00,0.00,50.00,3.72,-0.44
7.00,1.00,36.00,3.69,0.16
7.00,1.00,32.00,2.59,-0.09
7.00,0.00,34.00,3.83,-0.81
7.00,1.00,43.00,3.77,1.40
7.00,1.00,48.00,3.63,0.68
7.00,1.00,28.00,2.89,0.55
7.00,0.00,43.00,3.70,1.03
7.00,0.00,33.00,3.29,-0.58
7.00,1.00,25.00,3.37,0.31
7.00,0.00,28.00,3.54,0.84
7.00,1.00,38.00,3.99,-0.80
7.00,0.00,44.00,3.61,0.25
7.00,0.00,42.00,2.94,-0.02
7.00,0.00,31.00,3.20,0.94
7.00,1.00,38.00,3.41,-0.28
7.00,1.00,40.00,3.47,0.41
7.00,1.00,49.00,3.29,0.52
7.00,1.00,38.00,2.90,-0.71
7.00,1.00,30.00,3.33,-1.35
7.00,0.00,37.00,3.23,-1.05
7.00,0.00,40.00,2.64,0.63
7.00,1.00,34.00,2.86,1.69
7.00,0.00,37.00,3.43,0.46
7.00,0.00,32.00,3.37,0.36
7.00,1.00,35.00,3.35,0.02
7.00,0.00,41.00,3.61,1.29
7.00,0.00,41.00,2.39,0.68
7.00,1.00,46.00,3.26,1.36
7.00,1.00,39.00,3.42,-0.30
7.00,0.00,37.00,3.37,0.59
7.00,0.00,39.00,3.85,0.67
7.00,1.00,34.00,3.63,1.42
7.00,0.00,35.00,3.10,-0.37
7.00,1.00,36.00,3.15,-0.63
7.00,0.00,47.00,2.86,-0.28
7.00,1.00,36.00,3.36,-0.48
7.00,1.00,28.00,3.19,0.02
7.00,0.00,47.00,3.43,0.91
7.00,1.00,34.00,3.27,-0.66
7.00,1.00,39.00,3.26,2.02
7.00,1.00,51.00,3.55,-1.02
7.00,1.00,44.00,3.39,-2.19
7.00,0.00,42.00,2.92,-0.15
7.00,0.00,29.00,3.56,-0.08
7.00,0.00,33.00,2.84,-0.11
7.00,1.00,36.00,3.09,-0.75
7.00,1.00,37.00,3.29,0.38
7.00,0.00,43.00,3.64,-1.15
7.00,1.00,24.00,2.96,0.19
7.00,1.00,32.00,3.10,0.46
7.00,1.00,29.00,2.83,-0.32
7.00,1.00,36.00,3.00,0.98
7.00,0.00,34.00,3.97,0.41
7.00,1.00,35.00,3.17,-0.48
7.00,0.00,36.00,3.02,0.51
7.00,1.00,37.00,3.07,-0.91
7.00,1.00,37.00,3.12,0.16
7.00,0.00,38.00,3.86,-0.35
7.00,0.00,35.00,3.80,2.32
7.00,1.00,37.00,3.35,0.07
7.00,1.00,48.00,2.45,0.33
7.00,1.00,29.00,2.89,0.68
7.00,0.00,31.00,2.90,0.58
7.00,0.00,40.00,3.37,0.85
7.00,1.00,34.00,3.74,-1.03
7.00,0.00,37.00,4.29,-1.58
7.00,1.00,44.00,3.24,-0.52
7.00,1.00,36.00,3.67,0.23
7.00,1.00,37.00,2.99,1.13
7.00,0.00,38.00,3.44,-2.32
7.00,1.00,44.00,3.09,1.35
7.00,0.00,38.00,3.92,-0.31
7.00,1.00,45.00,3.65,0.48
7.00,1.00,46.00,3.27,0.28
7.00,1.00,50.00,2.01,-1.18
7.00,0.00,43.00,2.86,-0.09
7.00,1.00,38.00,3.67,1.50
7.00,0.00,42.00,4.08,0.00
7.00,0.00,32.00,3.51,1.56
7.00,1.00,39.00,3.47,1.52
7.00,1.00,40.00,3.00,-0.06
7.00,0.00,40.00,3.26,1.64
7.00,0.00,31.00,3.12,1.31
7.00,1.00,33.00,2.59,0.82
7.00,0.00,44.00,3.54,0.30
7.00,1.00,38.00,2.70,-0.37
7.00,0.00,31.00,3.35,1.78
7.00,0.00,33.00,2.93,0.65
7.00,1.00,36.00,2.74,0.28
7.00,0.00,55.00,3.45,0.33
7.00,1.00,39.00,2.97,1.23
7.00,0.00,42.00,3.25,-1.80
7.00,1.00,41.00,3.21,1.48
7.00,1.00,39.00,2.72,-0.08
7.00,0.00,31.00,3.16,0.41
7.00,0.00,33.00,3.42,-1.33
7.00,0.00,29.00,3.53,0.12
7.00,1.00,34.00,3.28,0.53
7.00,0.00,49.00,3.51,-0.46
7.00,0.00,35.00,2.97,0.87
7.00,0.00,25.00,3.34,0.63
7.00,0.00,44.00,3.01,-0.20
7.00,0.00,36.00,2.83,-1.31
7.00,1.00,42.00,3.56,-0.17
7.00,0.00,39.00,3.00,-0.19
7.00,0.00,42.00,4.33,0.63
7.00,1.00,51.00,3.03,-1.10
7.00,0.00,35.00,2.72,-0.16
7.00,0.00,39.00,4.07,0.08
7.00,1.00,39.00,2.53,-1.71
7.00,0.00,38.00,3.77,-0.38
7.00,1.00,30.00,2.78,-0.18
7.00,0.00,45.00,4.19,-0.56
7.00,1.00,32.00,3.65,-1.45
7.00,1.00,31.00,3.51,0.26
7.00,1.00,35.00,2.84,-2.37
7.00,1.00,24.00,2.88,0.00
7.00,1.00,25.00,3.31,0.07
7.00,0.00,30.00,3.20,0.69
7.00,1.00,40.00,3.77,0.60
7.00,1.00,38.00,3.41,-0.22
7.00,1.00,43.00,3.20,-1.29
7.00,1.00,36.00,3.68,0.21
7.00,0.00,38.00,3.39,0.99
7.00,1.00,35.00,3.66,0.28
7.00,1.00,27.00,2.93,-0.07
7.00,0.00,36.00,3.83,1.25
7.00,1.00,41.00,2.73,-0.99
7.00,0.00,31.00,3.28,1.11
7.00,1.00,37.00,3.23,-1.14
7.00,1.00,50.00,3.13,-0.94
7.00,1.00,39.00,3.16,1.97
7.00,0.00,38.00,3.63,-0.30
7.00,1.00,36.00,2.70,0.12
7.00,1.00,44.00,2.99,-0.59
7.00,0.00,52.00,4.06,1.09
7.00,0.00,35.00,3.93,-0.39
7.00,0.00,29.00,2.81,2.25
7.00,0.00,39.00,2.70,1.92
7.00,0.00,37.00,3.44,0.89
7.00,0.00,34.00,3.26,1.22
7.00,0.00,32.00,3.29,-1.07
7.00,0.00,40.00,3.27,-1.19
7.00,1.00,33.00,2.97,-0.46
7.00,1.00,31.00,3.76,-0.93
7.00,1.00,34.00,3.82,0.54
7.00,1.00,38.00,3.53,0.70
7.00,0.00,36.00,3.15,1.30
7.00,1.00,31.00,3.35,-1.49
7.00,1.00,38.00,2.85,0.24
7.00,1.00,34.00,3.37,1.34
7.00,1.00,44.00,3.66,0.54
7.00,0.00,32.00,2.86,-1.24
7.00,0.00,23.00,3.15,-1.57
7.00,1.00,35.00,3.85,0.39
7.00,1.00,31.00,3.38,0.88
7.00,0.00,36.00,3.44,0.15
7.00,0.00,35.00,3.38,1.09
7.00,1.00,33.00,3.44,-0.85
7.00,1.00,38.00,2.96,0.48
7.00,0.00,37.00,3.08,-1.35
7.00,1.00,32.00,2.64,0.31
7.00,0.00,42.00,3.45,-0.62
7.00,1.00,41.00,2.32,1.03
7.00,0.00,32.00,3.09,-0.76
7.00,1.00,39.00,2.71,0.48
7.00,1.00,34.00,3.72,0.57
